PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1183.0,18.0,1241.0,721.0,1937.0,1308.0,39.5,18.3,1.2917
1078.0,14.0,1116.0,815.0,1761.0,1013.0,40.6,15.3,1.1485
1076.0,10.9,1012.0,894.0,1665.0,816.0,40.3,16.1,1.1896
1052.0,11.1,1019.0,896.0,1610.0,836.0,40.3,14.2,1.0494
1287.0,21.6,1340.0,699.0,2008.0,1267.0,39.6,16.7,1.1867
1460.0,27.6,1493.0,586.0,2288.0,1649.0,37.3,23.4,1.4672
1357.0,25.6,1445.0,620.0,2195.0,1622.0,33.7,27.7,1.4213
1234.0,18.6,1257.0,695.0,2019.0,1349.0,30.7,32.2,1.3983
1151.0,15.2,1154.0,747.0,1894.0,1186.0,28.4,35.7,1.3549
1065.0,11.7,1038.0,805.0,1763.0,1026.0,26.5,38.6,1.3154
984.0,8.7,929.0,917.0,1654.0,817.0,25.4,40.1,1.2822
938.0,7.6,881.0,956.0,1607.0,662.0,24.1,43.3,1.2839
878.0,5.2,774.0,1065.0,1527.0,552.0,23.9,45.6,1.3328
919.0,5.9,807.0,967.0,1598.0,775.0,22.0,52.8,1.3752
836.0,4.0,709.0,1085.0,1498.0,646.0,20.7,56.1,1.3565
814.0,3.3,673.0,1138.0,1488.0,647.0,20.1,57.3,1.3352
872.0,5.4,782.0,1001.0,1607.0,874.0,19.5,59.4,1.3328
949.0,8.7,929.0,887.0,1711.0,973.0,20.0,56.6,1.3095
1227.0,19.9,1292.0,661.0,2087.0,1327.0,21.7,53.9,1.3848
1360.0,30.4,1561.0,545.0,2525.0,1626.0,23.7,49.0,1.4152
1318.0,24.6,1420.0,586.0,2316.0,1640.0,25.9,44.3,1.4544
1196.0,16.9,1208.0,705.0,1981.0,1341.0,30.1,34.3,1.4414
1152.0,13.6,1102.0,770.0,1868.0,1113.0,33.5,27.2,1.3859
1220.0,15.3,1157.0,715.0,1935.0,1224.0,35.4,26.1,1.4806
1182.0,14.1,1120.0,735.0,1893.0,1095.0,37.9,23.2,1.502
1167.0,17.0,1210.0,719.0,1944.0,1152.0,39.7,18.7,1.3306
1142.0,13.8,1109.0,782.0,1789.0,1047.0,40.4,17.2,1.2774
1157.0,13.6,1105.0,779.0,1792.0,982.0,40.0,18.8,1.363
1274.0,21.2,1329.0,670.0,2054.0,1320.0,38.9,18.8,1.29
1372.0,25.9,1451.0,631.0,2183.0,1541.0,35.8,22.1,1.2792
1373.0,25.4,1440.0,635.0,2183.0,1510.0,33.1,25.9,1.2923
1290.0,23.6,1393.0,655.0,2146.0,1511.0,30.9,28.2,1.2388
1056.0,12.0,1051.0,826.0,1758.0,1078.0,27.5,32.6,1.176
1116.0,14.2,1123.0,768.0,1826.0,1235.0,26.3,34.3,1.1605
1106.0,14.2,1122.0,783.0,1813.0,1202.0,25.5,34.1,1.0968
1018.0,10.4,992.0,839.0,1710.0,1103.0,24.7,39.3,1.2065
919.0,7.5,880.0,915.0,1628.0,1013.0,24.2,39.5,1.1764
807.0,3.5,681.0,1092.0,1435.0,765.0,24.8,37.8,1.1639
787.0,2.5,620.0,1176.0,1403.0,618.0,22.7,43.8,1.1952
789.0,2.6,623.0,1146.0,1407.0,663.0,22.0,44.3,1.1553
825.0,4.0,709.0,1050.0,1491.0,813.0,19.3,51.4,1.1364
912.0,7.0,858.0,923.0,1608.0,894.0,19.8,50.4,1.1525
1339.0,24.8,1425.0,595.0,2264.0,1495.0,20.5,48.2,1.1474
1355.0,28.9,1526.0,567.0,2397.0,1658.0,22.8,42.7,1.1667
1250.0,21.5,1336.0,632.0,2104.0,1506.0,25.6,35.8,1.1548
1105.0,12.9,1079.0,788.0,1774.0,1168.0,30.0,27.5,1.1509
1076.0,12.2,1055.0,817.0,1734.0,993.0,34.4,21.0,1.1248
1096.0,13.1,1087.0,801.0,1759.0,910.0,35.9,19.6,1.1422
1093.0,13.3,1094.0,797.0,1769.0,912.0,37.2,18.2,1.1389
1027.0,12.5,1066.0,837.0,1689.0,814.0,37.3,16.6,1.0435
1026.0,13.0,1085.0,848.0,1654.0,1341.0,37.4,14.9,0.9413
1015.0,12.3,1062.0,877.0,1668.0,847.0,36.4,15.1,0.9005
1028.0,15.2,1155.0,832.0,1691.0,925.0,35.4,14.7,0.8323
1074.0,19.1,1270.0,776.0,1833.0,1087.0,34.2,14.2,0.7502
1124.0,19.7,1289.0,765.0,1863.0,1132.0,31.1,18.7,0.8302
1111.0,18.6,1256.0,765.0,1851.0,1197.0,29.1,22.0,0.8702
1062.0,16.1,1183.0,794.0,1731.0,1229.0,27.2,22.5,0.7962
1072.0,15.0,1148.0,805.0,1683.0,1171.0,25.3,24.6,0.7796
936.0,7.3,871.0,990.0,1430.0,921.0,24.9,27.2,0.8429
988.0,8.9,937.0,894.0,1543.0,1008.0,23.5,32.2,0.922
924.0,6.6,839.0,957.0,1453.0,849.0,23.5,32.7,0.9349
839.0,4.3,725.0,1052.0,1368.0,668.0,24.1,32.0,0.9467
826.0,3.2,666.0,1109.0,1349.0,641.0,22.6,34.8,0.9441
853.0,4.1,716.0,1047.0,1414.0,707.0,20.8,40.2,0.9725
918.0,6.0,810.0,936.0,1524.0,939.0,18.8,46.6,1.0027
890.0,5.6,791.0,950.0,1489.0,886.0,19.8,46.0,1.0524
865.0,4.8,752.0,996.0,1451.0,837.0,21.3,42.3,1.0625
1003.0,8.9,937.0,850.0,1622.0,1005.0,21.3,41.8,1.0449
1123.0,13.1,1088.0,746.0,1789.0,1191.0,24.0,36.6,1.0772
1146.0,14.1,1119.0,746.0,1823.0,1200.0,27.2,30.7,1.0884
1110.0,11.2,1021.0,820.0,1724.0,971.0,32.3,23.6,1.1271
1126.0,10.0,979.0,849.0,1700.0,907.0,31.9,25.8,1.2023
1067.0,9.6,962.0,860.0,1658.0,802.0,35.1,21.8,1.2093
1008.0,7.2,866.0,937.0,1573.0,695.0,36.0,20.5,1.1995
1062.0,8.6,924.0,892.0,1683.0,777.0,37.0,20.1,1.2423
1082.0,9.0,939.0,869.0,1678.0,818.0,36.4,21.0,1.2515
1042.0,7.9,897.0,901.0,1605.0,681.0,35.2,22.6,1.267
1022.0,6.2,823.0,964.0,1599.0,631.0,32.5,27.6,1.3229
1024.0,6.3,828.0,936.0,1601.0,641.0,29.1,35.1,1.3919
1048.0,6.3,828.0,922.0,1618.0,683.0,26.9,39.7,1.3898
1153.0,11.2,1022.0,765.0,1806.0,1013.0,26.1,42.2,1.4039
1195.0,12.8,1077.0,731.0,1860.0,1151.0,25.5,43.8,1.4095
1245.0,13.2,1091.0,734.0,1870.0,1134.0,24.9,45.6,1.4135
1086.0,9.2,946.0,847.0,1729.0,945.0,25.2,45.2,1.4262
972.0,5.8,804.0,955.0,1620.0,734.0,25.4,45.5,1.457
880.0,3.4,677.0,1109.0,1500.0,554.0,26.2,43.6,1.4599
906.0,4.1,719.0,1050.0,1561.0,612.0,24.3,48.2,1.4476
879.0,3.1,658.0,1121.0,1511.0,564.0,24.4,48.3,1.4499
842.0,2.2,597.0,1237.0,1444.0,512.0,23.3,51.0,1.4346
797.0,1.5,543.0,1466.0,1347.0,410.0,21.6,48.1,1.2259
796.0,1.3,526.0,1534.0,1322.0,392.0,21.4,47.8,1.2005
767.0,1.2,520.0,1526.0,1287.0,377.0,20.5,46.8,1.1152
784.0,1.7,562.0,1460.0,1286.0,389.0,20.8,40.7,0.9882
811.0,2.5,622.0,1315.0,1307.0,432.0,22.3,35.3,0.9371
838.0,2.5,620.0,1292.0,1325.0,502.0,21.7,38.3,0.9842
821.0,2.7,632.0,1295.0,1302.0,469.0,24.4,29.6,0.8921
793.0,1.9,579.0,1380.0,1303.0,427.0,23.4,34.9,0.991
794.0,1.8,567.0,1426.0,1306.0,406.0,23.5,35.2,1.0019
821.0,2.4,614.0,1309.0,1350.0,430.0,22.4,39.0,1.04
849.0,2.6,628.0,1274.0,1379.0,453.0,22.0,41.7,1.0865
852.0,3.0,651.0,1246.0,1387.0,470.0,21.7,42.7,1.0949
847.0,2.9,645.0,1245.0,1364.0,480.0,20.7,43.4,1.047
849.0,3.5,682.0,1215.0,1378.0,472.0,20.3,42.6,1.0045
865.0,3.6,687.0,1191.0,1388.0,521.0,20.3,44.1,1.0392
848.0,3.6,689.0,1180.0,1403.0,520.0,20.1,45.2,1.0538
807.0,2.3,606.0,1340.0,1337.0,440.0,19.8,45.7,1.0424
814.0,2.6,627.0,1305.0,1351.0,446.0,19.6,45.3,1.0244
785.0,2.0,582.0,1377.0,1311.0,417.0,19.4,45.9,1.0242
748.0,1.2,515.0,1580.0,1261.0,381.0,19.7,44.8,1.0172
716.0,0.7,461.0,1795.0,1235.0,350.0,19.5,46.3,1.0363
708.0,0.5,437.0,1941.0,1227.0,334.0,19.0,49.0,1.063
724.0,0.5,448.0,1917.0,1256.0,346.0,19.1,50.7,1.109
748.0,0.8,477.0,1703.0,1301.0,380.0,19.1,52.7,1.1545
888.0,3.5,683.0,1196.0,1483.0,563.0,20.3,49.3,1.1596
973.0,7.0,858.0,941.0,1584.0,779.0,21.1,46.2,1.1389
993.0,8.7,927.0,886.0,1665.0,842.0,21.5,44.5,1.129
929.0,6.3,825.0,992.0,1561.0,692.0,22.4,43.6,1.1637
962.0,7.0,858.0,941.0,1613.0,779.0,24.8,39.1,1.2039
906.0,5.5,786.0,1026.0,1538.0,633.0,23.9,42.1,1.2335
915.0,5.3,776.0,1029.0,1544.0,616.0,25.5,38.3,1.2328
928.0,5.5,787.0,1012.0,1585.0,606.0,25.4,39.2,1.2534
855.0,3.8,698.0,1134.0,1449.0,526.0,25.6,37.0,1.2006
920.0,5.4,783.0,1046.0,1550.0,588.0,24.5,38.4,1.1669
917.0,6.7,842.0,985.0,1563.0,674.0,23.9,39.9,1.1639
1072.0,12.2,1057.0,812.0,1820.0,885.0,24.2,39.2,1.1665
1000.0,10.2,985.0,846.0,1726.0,879.0,23.5,41.2,1.1759
914.0,6.7,845.0,972.0,1583.0,703.0,22.3,44.9,1.1973
888.0,5.7,799.0,1023.0,1531.0,637.0,21.7,46.5,1.1917
851.0,4.1,718.0,1134.0,1471.0,561.0,22.0,44.9,1.1699
870.0,4.7,749.0,1096.0,1487.0,612.0,22.2,44.1,1.1654
883.0,5.2,773.0,1062.0,1514.0,621.0,21.8,45.6,1.1763
886.0,5.1,767.0,1055.0,1532.0,702.0,21.6,46.0,1.1742
792.0,2.8,637.0,1249.0,1400.0,559.0,21.6,45.8,1.1715
754.0,1.4,535.0,1490.0,1335.0,435.0,20.7,48.3,1.168
732.0,1.0,503.0,1525.0,1321.0,441.0,21.0,47.1,1.1546
770.0,2.0,586.0,1326.0,1392.0,527.0,20.8,48.5,1.18
797.0,3.0,654.0,1097.0,1450.0,720.0,20.8,49.4,1.1994
915.0,7.5,877.0,897.0,1651.0,937.0,19.9,51.8,1.1911
1287.0,24.7,1423.0,610.0,2319.0,1482.0,20.9,49.3,1.2049
1195.0,24.8,1424.0,609.0,2244.0,1489.0,23.7,39.9,1.1508
1003.0,10.9,1009.0,823.0,1710.0,1015.0,25.3,35.8,1.1421
1037.0,11.9,1046.0,838.0,1763.0,1004.0,28.8,29.1,1.1349
1114.0,16.0,1181.0,747.0,1928.0,1129.0,30.3,26.9,1.1399
1085.0,15.7,1171.0,767.0,1863.0,1068.0,32.8,23.3,1.138
1024.0,13.1,1087.0,824.0,1745.0,924.0,33.9,21.4,1.1135
1017.0,12.2,1057.0,859.0,1698.0,861.0,35.3,19.6,1.1036
1053.0,15.8,1173.0,785.0,1808.0,981.0,34.0,20.8,1.0898
1065.0,16.6,1198.0,766.0,1852.0,1043.0,35.3,18.8,1.0572
1136.0,18.4,1250.0,722.0,1940.0,1124.0,32.6,24.1,1.1688
1100.0,16.7,1202.0,732.0,1856.0,1004.0,30.8,28.7,1.2507
1143.0,20.8,1319.0,673.0,2001.0,1190.0,28.7,31.2,1.2099
1083.0,15.3,1157.0,742.0,1884.0,1072.0,26.8,35.1,1.2201
1009.0,11.5,1034.0,806.0,1763.0,925.0,25.3,39.4,1.2524
969.0,10.1,983.0,853.0,1680.0,862.0,23.9,40.9,1.1966
1029.0,10.4,993.0,816.0,1728.0,969.0,23.0,44.4,1.2354
1064.0,9.4,956.0,812.0,1770.0,932.0,22.2,53.9,1.4237
986.0,6.9,853.0,865.0,1645.0,794.0,20.9,59.8,1.4659
872.0,4.0,709.0,1034.0,1522.0,599.0,21.3,58.1,1.457
840.0,3.0,654.0,1124.0,1489.0,614.0,20.8,58.4,1.4189
812.0,2.6,626.0,1134.0,1471.0,625.0,20.3,58.9,1.3878
810.0,2.4,612.0,1163.0,1462.0,595.0,21.3,54.5,1.3682
936.0,6.8,849.0,882.0,1640.0,886.0,20.6,57.4,1.3753
1244.0,18.9,1265.0,640.0,2084.0,1257.0,21.3,56.9,1.4226
1440.0,30.2,1556.0,517.0,2530.0,1561.0,22.9,52.4,1.4442
1180.0,14.9,1145.0,713.0,1929.0,1191.0,24.1,46.5,1.3802
1126.0,12.2,1058.0,765.0,1879.0,1061.0,27.1,38.8,1.3705
1005.0,8.3,910.0,881.0,1670.0,751.0,28.4,34.4,1.314
1032.0,9.0,940.0,862.0,1703.0,733.0,30.1,30.9,1.2958
1087.0,13.7,1106.0,755.0,1839.0,906.0,32.7,25.8,1.2547
1090.0,14.1,1119.0,756.0,1811.0,902.0,32.4,25.7,1.2271
1072.0,12.0,1050.0,802.0,1748.0,836.0,33.6,24.4,1.2472
1101.0,12.2,1057.0,797.0,1772.0,863.0,33.0,26.0,1.2877
1111.0,13.1,1086.0,787.0,1802.0,824.0,33.2,23.7,1.1855
1048.0,12.6,1070.0,807.0,1737.0,842.0,31.3,25.4,1.1415
1197.0,18.3,1249.0,698.0,1986.0,1132.0,28.3,31.7,1.1968
1173.0,17.2,1217.0,695.0,1930.0,1175.0,26.5,35.0,1.1981
1075.0,12.9,1079.0,764.0,1798.0,1111.0,24.4,40.0,1.2079
1067.0,13.7,1106.0,745.0,1840.0,1125.0,23.3,43.4,1.2251
1060.0,13.4,1099.0,742.0,1838.0,1077.0,22.5,45.3,1.2226
1081.0,13.5,1099.0,749.0,1854.0,1087.0,21.8,47.8,1.2325
1017.0,9.9,975.0,822.0,1722.0,1014.0,20.9,51.0,1.2446
836.0,4.4,734.0,1035.0,1501.0,801.0,20.8,51.7,1.2572
831.0,4.3,727.0,1038.0,1522.0,802.0,19.3,57.1,1.2661
804.0,3.3,668.0,1102.0,1479.0,753.0,18.8,58.6,1.2581
798.0,3.4,677.0,1092.0,1473.0,696.0,20.2,53.8,1.2569
966.0,9.3,951.0,812.0,1735.0,996.0,18.3,60.8,1.2635
1277.0,23.4,1388.0,611.0,2241.0,1513.0,20.2,54.5,1.2777
1335.0,27.7,1496.0,562.0,2385.0,1598.0,21.9,49.9,1.2957
1297.0,22.1,1353.0,588.0,2128.0,1690.0,25.2,43.0,1.3548
1041.0,10.0,979.0,837.0,1705.0,1053.0,28.0,36.6,1.3603
1027.0,8.9,936.0,867.0,1696.0,931.0,27.1,38.3,1.3548
1037.0,9.8,969.0,841.0,1728.0,865.0,27.4,37.0,1.3319
1014.0,9.4,954.0,865.0,1697.0,818.0,29.4,32.9,1.3244
1007.0,9.8,971.0,866.0,1682.0,802.0,31.3,28.7,1.2885
998.0,9.5,958.0,881.0,1657.0,778.0,31.5,28.7,1.3058
1014.0,9.5,958.0,878.0,1684.0,767.0,30.9,30.3,1.3306
1157.0,15.4,1160.0,738.0,1936.0,1000.0,31.4,30.3,1.3689
1225.0,19.4,1281.0,683.0,2082.0,1143.0,30.7,31.4,1.3686
1131.0,16.5,1194.0,726.0,1907.0,1009.0,29.0,33.4,1.3169
1111.0,14.3,1126.0,754.0,1883.0,1076.0,27.3,37.5,1.342
976.0,8.2,909.0,878.0,1675.0,830.0,25.8,40.9,1.3389
1016.0,8.7,929.0,868.0,1724.0,853.0,25.2,43.0,1.358
1177.0,15.2,1156.0,684.0,1983.0,1310.0,24.6,45.8,1.394
1013.0,10.6,999.0,791.0,1751.0,1119.0,24.0,47.3,1.3914
886.0,6.0,813.0,936.0,1592.0,918.0,23.5,48.3,1.3777
791.0,3.1,658.0,1140.0,1467.0,609.0,24.0,45.8,1.3467
762.0,2.5,618.0,1214.0,1431.0,516.0,22.2,50.7,1.3405
740.0,1.8,568.0,1259.0,1404.0,510.0,22.8,48.1,1.3184
775.0,2.6,628.0,1178.0,1437.0,554.0,21.9,50.1,1.3002
872.0,6.5,833.0,947.0,1598.0,760.0,20.4,54.1,1.28
1123.0,14.5,1134.0,711.0,1922.0,1170.0,20.8,52.6,1.2758
1306.0,28.8,1522.0,535.0,2450.0,1545.0,22.8,47.9,1.3156
1237.0,21.3,1332.0,605.0,2157.0,1508.0,25.2,42.9,1.3552
1143.0,14.9,1146.0,701.0,1917.0,1292.0,29.3,34.8,1.397
1170.0,15.6,1168.0,703.0,1949.0,1287.0,33.3,27.8,1.4013
1116.0,14.3,1128.0,739.0,1856.0,1042.0,34.9,24.9,1.363
1054.0,12.6,1069.0,785.0,1766.0,817.0,36.1,22.7,1.3324
1083.0,13.4,1097.0,765.0,1810.0,847.0,37.6,21.1,1.3478
1078.0,12.6,1069.0,782.0,1780.0,806.0,37.3,21.9,1.3761
1104.0,14.8,1143.0,747.0,1840.0,896.0,37.2,21.6,1.3514
1170.0,18.6,1257.0,693.0,1956.0,1069.0,35.6,23.4,1.341
1091.0,16.7,1201.0,738.0,1834.0,945.0,33.1,24.3,1.2087
1216.0,20.8,1318.0,673.0,2043.0,1168.0,30.5,29.5,1.2635
1125.0,16.0,1179.0,719.0,1921.0,1065.0,28.7,35.8,1.3834
971.0,7.6,881.0,916.0,1635.0,672.0,26.6,42.2,1.4452
1062.0,10.2,984.0,816.0,1796.0,842.0,25.2,46.6,1.4733
1140.0,13.8,1109.0,714.0,1892.0,1123.0,24.7,47.7,1.4649
1038.0,10.4,992.0,802.0,1731.0,1007.0,24.4,47.4,1.4301
935.0,6.5,836.0,909.0,1604.0,855.0,23.3,49.9,1.4135
861.0,4.3,729.0,1043.0,1528.0,689.0,23.8,47.3,1.3783
839.0,3.4,678.0,1062.0,1478.0,622.0,22.9,50.2,1.3808
850.0,3.9,703.0,1021.0,1511.0,658.0,21.2,55.0,1.3689
817.0,3.0,651.0,1109.0,1472.0,628.0,21.7,52.6,1.35
825.0,3.2,667.0,1079.0,1475.0,659.0,22.8,48.9,1.3424
921.0,5.6,792.0,943.0,1595.0,799.0,23.5,47.6,1.3611
1031.0,9.1,945.0,806.0,1697.0,964.0,24.6,44.9,1.3661
1092.0,9.7,967.0,801.0,1774.0,910.0,27.0,39.9,1.402
1095.0,8.6,923.0,843.0,1736.0,999.0,29.3,35.9,1.4411
1097.0,9.6,964.0,822.0,1743.0,853.0,31.2,32.4,1.4517
1101.0,9.8,972.0,819.0,1714.0,752.0,34.4,26.6,1.423
1060.0,10.3,991.0,833.0,1718.0,778.0,36.1,22.1,1.3004
1051.589744,10.07435897,979.5384615,846.3333333,1709.0,770.0,35.65897436,22.94871795,1.29755641
1043.179487,9.848717949,968.0769231,859.6666667,1700.0,762.0,35.21794872,23.7974359,1.294712821
1034.769231,9.623076923,956.6153846,873.0,1691.0,754.0,34.77692308,24.64615385,1.291869231
1026.358974,9.397435897,945.1538462,886.3333333,1682.0,746.0,34.33589744,25.49487179,1.289025641
1017.948718,9.171794872,933.6923077,899.6666667,1673.0,738.0,33.89487179,26.34358974,1.286182051
1009.538462,8.946153846,922.2307692,913.0,1664.0,730.0,33.45384615,27.19230769,1.283338462
1001.128205,8.720512821,910.7692308,926.3333333,1655.0,722.0,33.01282051,28.04102564,1.280494872
992.7179487,8.494871795,899.3076923,939.6666667,1646.0,714.0,32.57179487,28.88974359,1.277651282
984.3076923,8.269230769,887.8461538,953.0,1637.0,706.0,32.13076923,29.73846154,1.274807692
975.8974359,8.043589744,876.3846154,966.3333333,1628.0,698.0,31.68974359,30.58717949,1.271964103
967.4871795,7.817948718,864.9230769,979.6666667,1619.0,690.0,31.24871795,31.43589744,1.269120513
959.0769231,7.592307692,853.4615385,993.0,1610.0,682.0,30.80769231,32.28461538,1.266276923
950.6666667,7.366666667,842.0,1006.333333,1601.0,674.0,30.36666667,33.13333333,1.263433333
942.2564103,7.141025641,830.5384615,1019.666667,1592.0,666.0,29.92564103,33.98205128,1.260589744
933.8461538,6.915384615,819.0769231,1033.0,1583.0,658.0,29.48461538,34.83076923,1.257746154
925.4358974,6.68974359,807.6153846,1046.333333,1574.0,650.0,29.04358974,35.67948718,1.254902564
917.025641,6.464102564,796.1538462,1059.666667,1565.0,642.0,28.6025641,36.52820513,1.252058974
908.6153846,6.238461538,784.6923077,1073.0,1556.0,634.0,28.16153846,37.37692308,1.249215385
900.2051282,6.012820513,773.2307692,1086.333333,1547.0,626.0,27.72051282,38.22564103,1.246371795
891.7948718,5.787179487,761.7692308,1099.666667,1538.0,618.0,27.27948718,39.07435897,1.243528205
883.3846154,5.561538462,750.3076923,1113.0,1529.0,610.0,26.83846154,39.92307692,1.240684615
874.974359,5.335897436,738.8461538,1126.333333,1520.0,602.0,26.3974359,40.77179487,1.237841026
866.5641026,5.11025641,727.3846154,1139.666667,1511.0,594.0,25.95641026,41.62051282,1.234997436
858.1538462,4.884615385,715.9230769,1153.0,1502.0,586.0,25.51538462,42.46923077,1.232153846
849.7435897,4.658974359,704.4615385,1166.333333,1493.0,578.0,25.07435897,43.31794872,1.229310256
841.3333333,4.433333333,693.0,1179.666667,1484.0,570.0,24.63333333,44.16666667,1.226466667
832.9230769,4.207692308,681.5384615,1193.0,1475.0,562.0,24.19230769,45.01538462,1.223623077
824.5128205,3.982051282,670.0769231,1206.333333,1466.0,554.0,23.75128205,45.86410256,1.220779487
816.1025641,3.756410256,658.6153846,1219.666667,1457.0,546.0,23.31025641,46.71282051,1.217935897
807.6923077,3.530769231,647.1538462,1233.0,1448.0,538.0,22.86923077,47.56153846,1.215092308
799.2820513,3.305128205,635.6923077,1246.333333,1439.0,530.0,22.42820513,48.41025641,1.212248718
790.8717949,3.079487179,624.2307692,1259.666667,1430.0,522.0,21.98717949,49.25897436,1.209405128
782.4615385,2.853846154,612.7692308,1273.0,1421.0,514.0,21.54615385,50.10769231,1.206561538
774.0512821,2.628205128,601.3076923,1286.333333,1412.0,506.0,21.10512821,50.95641026,1.203717949
765.6410256,2.402564103,589.8461538,1299.666667,1403.0,498.0,20.66410256,51.80512821,1.200874359
757.2307692,2.176923077,578.3846154,1313.0,1394.0,490.0,20.22307692,52.65384615,1.198030769
748.8205128,1.951282051,566.9230769,1326.333333,1385.0,482.0,19.78205128,53.5025641,1.195187179
740.4102564,1.725641026,555.4615385,1339.666667,1376.0,474.0,19.34102564,54.35128205,1.19234359
732.0,1.5,544.0,1353.0,1367.0,466.0,18.9,55.2,1.1895
809.0,3.5,681.0,1108.0,1463.0,609.0,18.2,57.6,1.193
934.0,8.3,911.0,857.0,1639.0,863.0,18.6,56.0,1.1865
1132.0,17.3,1220.0,691.0,1910.0,1203.0,20.8,48.0,1.1702
1221.0,23.3,1386.0,626.0,2138.0,1412.0,23.3,38.6,1.0919
1024.0,13.8,1111.0,770.0,1753.0,1069.0,25.1,32.4,1.017
938.0,10.2,987.0,862.0,1597.0,817.0,27.8,25.8,0.9473
869.0,7.9,897.0,965.0,1480.0,649.0,29.6,21.0,0.8548
846.0,8.8,930.0,947.0,1467.0,598.0,30.2,18.0,0.7613
838.0,7.2,868.0,1005.0,1454.0,540.0,30.1,18.5,0.7747
875.0,8.3,912.0,978.0,1504.0,601.0,29.5,19.4,0.7872
907.0,9.6,961.0,920.0,1564.0,668.0,31.1,18.2,0.8079
889.0,9.0,939.0,920.0,1492.0,647.0,30.3,19.0,0.8103
969.0,12.4,1064.0,834.0,1645.0,816.0,30.1,19.3,0.8083
1051.0,15.3,1157.0,760.0,1787.0,963.0,28.6,22.3,0.859
1043.0,16.1,1181.0,736.0,1813.0,1010.0,26.1,28.3,0.9407
1043.0,14.1,1121.0,736.0,1793.0,967.0,24.5,35.7,1.0807
1007.0,11.4,1027.0,798.0,1737.0,904.0,23.1,41.5,1.1582
966.0,9.5,959.0,838.0,1686.0,852.0,21.8,46.3,1.1913
920.0,7.4,875.0,915.0,1594.0,744.0,20.9,48.9,1.1945
889.0,6.4,831.0,956.0,1570.0,760.0,20.5,49.9,1.1903
825.0,4.1,715.0,1062.0,1462.0,613.0,20.0,50.9,1.1794
758.0,1.9,580.0,1215.0,1374.0,531.0,22.1,44.3,1.1665
735.0,1.4,533.0,1338.0,1350.0,493.0,21.0,47.5,1.1666
719.0,1.2,522.0,1385.0,1343.0,509.0,19.8,50.3,1.1444
757.0,2.2,596.0,1236.0,1381.0,560.0,19.0,52.8,1.1489
890.0,6.4,831.0,922.0,1594.0,826.0,17.8,56.5,1.1375
1181.0,18.5,1255.0,632.0,2002.0,1334.0,18.2,55.8,1.1529
1332.0,30.2,1556.0,523.0,2394.0,1660.0,20.6,47.7,1.1448
1128.0,14.2,1124.0,717.0,1832.0,1362.0,22.8,41.9,1.1496
1128.0,14.3,1126.0,725.0,1856.0,1316.0,27.1,31.7,1.1147
1064.0,12.6,1069.0,766.0,1766.0,1089.0,30.4,26.4,1.131
1139.0,18.0,1240.0,702.0,1940.0,1129.0,31.1,26.2,1.1647
1121.0,17.1,1214.0,707.0,1912.0,1120.0,31.4,25.3,1.1444
1032.0,13.0,1083.0,776.0,1772.0,916.0,30.8,26.7,1.168
1040.0,11.2,1022.0,826.0,1747.0,812.0,31.8,25.6,1.1868
1076.0,13.6,1105.0,762.0,1782.0,959.0,33.5,22.9,1.1649
1177.0,20.5,1310.0,656.0,2011.0,1189.0,33.1,23.5,1.1673
1196.0,20.2,1303.0,654.0,2017.0,1199.0,31.7,25.9,1.1883
1204.0,23.1,1381.0,623.0,2085.0,1283.0,29.0,30.4,1.2013
1166.0,20.3,1304.0,646.0,2016.0,1291.0,27.4,33.6,1.2095
959.0,9.3,949.0,857.0,1640.0,949.0,25.2,36.4,1.1528
1004.0,10.5,997.0,813.0,1726.0,1018.0,24.0,39.6,1.1662
1050.0,13.6,1105.0,729.0,1807.0,1122.0,23.8,39.6,1.1558
965.0,8.0,900.0,864.0,1631.0,968.0,22.9,43.6,1.1974
849.0,4.6,744.0,1004.0,1496.0,806.0,22.8,43.9,1.202
809.0,3.2,666.0,1093.0,1455.0,714.0,21.8,47.3,1.2189
777.0,2.4,609.0,1170.0,1405.0,644.0,21.7,47.3,1.2135
768.0,2.1,591.0,1183.0,1402.0,606.0,20.8,50.3,1.2207
768.0,2.2,597.0,1155.0,1396.0,606.0,21.7,46.8,1.2031
917.0,6.7,842.0,934.0,1656.0,819.0,20.3,52.3,1.2367
1252.0,23.1,1380.0,579.0,2210.0,1462.0,20.5,52.3,1.245
1224.0,19.0,1268.0,605.0,2046.0,1478.0,21.7,49.6,1.2673
1277.0,20.1,1300.0,608.0,2090.0,1598.0,24.0,43.1,1.2677
1149.0,16.4,1192.0,672.0,1944.0,1449.0,28.5,31.7,1.2144
1091.0,13.0,1082.0,746.0,1790.0,1221.0,32.2,25.1,1.189
1053.0,13.1,1087.0,763.0,1762.0,1023.0,34.9,20.5,1.1279
1023.0,11.8,1042.0,796.0,1711.0,910.0,35.4,19.9,1.1222
1085.0,12.7,1075.0,767.0,1786.0,913.0,34.4,22.5,1.205
1116.0,14.1,1120.0,724.0,1854.0,1035.0,34.8,22.8,1.2488
1111.0,14.4,1131.0,735.0,1825.0,1085.0,34.3,22.4,1.1907
1210.0,20.7,1316.0,645.0,2030.0,1278.0,32.5,25.3,1.2165
